"id","ko","Iteration_query.def","log2FoldChange","padj","Factor","qCov","n","desc","category","class","path","direction"
"ko05225","K00799","KXJ09334.1",-1.35440548666252,0.000851572781574294,"Vibrio_Vibrio_vs_NoVibrio",0.909952606635071,1,"glutathione S-transferase [EC:2.5.1.18]","Human Diseases"," Cancers: Specific types","Hepatocellular carcinoma","Down"
"ko05225","K00799","KXJ09335.1",-1.39717609302818,4.61898161480199e-07,"Vibrio_Vibrio_vs_NoVibrio",0.909952606635071,1,"glutathione S-transferase [EC:2.5.1.18]","Human Diseases"," Cancers: Specific types","Hepatocellular carcinoma","Down"
"ko05225","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Human Diseases"," Cancers: Specific types","Hepatocellular carcinoma","Down"
"ko05225","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Hepatocellular carcinoma","Up"
"ko05226","K08526","KXJ14931.1",-1.47319826460882,0.000542813104468966,"Vibrio_Vibrio_vs_NoVibrio",0.684424715049345,3,"retinoid X receptor gamma","Human Diseases"," Cancers: Specific types","Gastric cancer","Down"
"ko05226","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Gastric cancer","Up"
"ko05226","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Human Diseases"," Cancers: Specific types","Gastric cancer","Down"
"ko05230","K08180","KXJ13344.1",1.32116725445012,1.1402684436141e-05,"Vibrio_Vibrio_vs_NoVibrio",0.823379013466176,4,"MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 3","Human Diseases"," Cancers: Overview","Central carbon metabolism in cancer","Up"
"ko05230","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Overview","Central carbon metabolism in cancer","Up"
"ko05231","K08202","KXJ08772.1",-1.43370798819414,0.00305143930178201,"Vibrio_Vibrio_vs_NoVibrio",0.875821429546174,7,"MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 4/5","Human Diseases"," Cancers: Overview","Choline metabolism in cancer","Down"
"ko05231","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Overview","Choline metabolism in cancer","Up"
"ko05322","K03990","KXJ11955.1",2.43859183627604,2.18641953739121e-08,"Vibrio_Vibrio_vs_NoVibrio",0.652375352204712,4,"complement component 3","Human Diseases"," Immune diseases","Systemic lupus erythematosus","Up"
"ko05418","K00799","KXJ09334.1",-1.35440548666252,0.000851572781574294,"Vibrio_Vibrio_vs_NoVibrio",0.909952606635071,1,"glutathione S-transferase [EC:2.5.1.18]","Human Diseases"," Cardiovascular diseases","Fluid shear stress and atherosclerosis","Down"
"ko05418","K00799","KXJ09335.1",-1.39717609302818,4.61898161480199e-07,"Vibrio_Vibrio_vs_NoVibrio",0.909952606635071,1,"glutathione S-transferase [EC:2.5.1.18]","Human Diseases"," Cardiovascular diseases","Fluid shear stress and atherosclerosis","Down"
"ko05418","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Human Diseases"," Cardiovascular diseases","Fluid shear stress and atherosclerosis","Down"
"ko05418","K08011","KXJ14574.1",2.30774277130537,1.44719929169278e-05,"Vibrio_Vibrio_vs_NoVibrio",0.660413396127682,3,"neutrophil cytosolic factor 1","Human Diseases"," Cardiovascular diseases","Fluid shear stress and atherosclerosis","Up"
